name,metier,phone,ville,departement,region,region_label,rating,reviews,hours_status,is_open_now,address,maps_url,siret,created_at,age_years,legal_status,naf_code
LOUPIAS Nicolas 🌳 Élagage et entretien d’espaces verts 🍃,paysagiste,06 10 68 54 58,Villefranche-de-Rouergue,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",57,Ouvert · Ferme à 19:00,oui,12200 Villefranche-de-Rouergue,"https://www.google.com/maps/place/LOUPIAS+Nicolas+%F0%9F%8C%B3+%C3%89lagage+et+entretien+d%E2%80%99espaces+verts+%F0%9F%8D%83/@44.3118485,-0.2760184,8z/data=!4m10!1m2!2m1!1spaysagiste+Villefranche-de-Rouergue!3m6!1s0x12ada74afb31f1eb:0x23c6d4cbcfcdccdc!8m2!3d44.3118485!4d2.0311105!15sCiNwYXlzYWdpc3RlIFZpbGxlZnJhbmNoZS1kZS1Sb3Vlcmd1ZVolIiNwYXlzYWdpc3RlIHZpbGxlZnJhbmNoZSBkZSByb3Vlcmd1ZZIBDHRyZWVfc2VydmljZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VONmFUbFBVVVZCRUFF4AEA-gEECAAQMw!16s%2Fg%2F11rckq5ymb?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Raph' paysage,paysagiste,06 20 03 73 24,Clapiers,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",12,Ouvert · Ferme à 17:30,oui,"560 Rue du Romarin, 34830 Clapiers","https://www.google.com/maps/place/Raph'+paysage/@43.6594912,1.5789893,8z/data=!3m1!5s0x12b6a8b876ddad7b:0xb4e059d454a94827!4m10!1m2!2m1!1spaysagiste+Villefranche-de-Rouergue!3m6!1s0x895ff22dc073bc2d:0x8a74a3b471ad405d!8m2!3d43.6594912!4d3.8861182!15sCiNwYXlzYWdpc3RlIFZpbGxlZnJhbmNoZS1kZS1Sb3Vlcmd1ZVolIiNwYXlzYWdpc3RlIHZpbGxlZnJhbmNoZSBkZSByb3Vlcmd1ZZIBCmxhbmRzY2FwZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFzTWxFeWVGaE5NVVo1VVc1dmQxVllhRWxPVkd4RlYyNW9WbE5GUlJBQuABAPoBBAhCEDA!16s%2Fg%2F11yq6nxfy3?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",95389940800017,2023-06-23,2,actif,02.40Z
Alex'térieur PAYSAGE,paysagiste,06 45 15 22 49,Villefranche-d'Albigeois,Aveyron,occitanie-rurale,Lot / Aveyron / Lozère,"4,5",2,Ouvert · Ferme à 18:00,oui,"5 BIS Cité les Martines, 81430 Villefranche-d'Albigeois","https://www.google.com/maps/place/Alex't%C3%A9rieur+PAYSAGE/@44.3118485,-0.2760184,8z/data=!4m10!1m2!2m1!1spaysagiste+Villefranche-de-Rouergue!3m6!1s0x12adfb67adf4bc47:0x88a1b521b10ba951!8m2!3d43.8982366!4d2.3256759!15sCiNwYXlzYWdpc3RlIFZpbGxlZnJhbmNoZS1kZS1Sb3Vlcmd1ZVolIiNwYXlzYWdpc3RlIHZpbGxlZnJhbmNoZSBkZSByb3Vlcmd1ZZIBCmxhbmRzY2FwZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmFjbkpoWlZaQkVBReABAPoBBAgAEC4!16s%2Fg%2F11sqf73564?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",90293951100017,2021-09-10,4,actif,81.30Z
Causse et fils,electricien,06 89 09 27 27,Peyre en Aubrac,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",2,Ouvert · Ferme à 18:30,oui,"40 Rte d'Aubrac, 48130 Peyre en Aubrac","https://www.google.com/maps/place/Causse+et+fils/@44.7210944,2.1270273,9z/data=!4m10!1m2!2m1!1selectricien+Loz%C3%A8re!3m6!1s0x12b33c986f55d945:0x9522b0108d1a64d5!8m2!3d44.7210944!4d3.2805918!15sChNlbGVjdHJpY2llbiBMb3rDqHJlWhUiE2VsZWN0cmljaWVuIGxvesOocmWSAQtlbGVjdHJpY2lhbpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNWFRMWxyYUdoYVJGcE5Wa1Y0YkZkclZsZFZSazVHVTJwU1lWUldSUkFC4AEA-gEECDIQHw!16s%2Fg%2F1tdhhpz3?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",91096684500018,2022-03-03,4,actif,43.21A
Lozère Electricité Automatisme,electricien,04 66 31 07 42,Le Buisson,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert · Ferme à 18:00,oui,"1751 route du Gévaudan, 48100 Le Buisson","https://www.google.com/maps/place/Loz%C3%A8re+Electricit%C3%A9+Automatisme/@44.6337363,2.0910294,9z/data=!4m10!1m2!2m1!1selectricien+Loz%C3%A8re!3m6!1s0x12b31845f214ad01:0xc765577ed24dd8d7!8m2!3d44.6337363!4d3.2445939!15sChNlbGVjdHJpY2llbiBMb3rDqHJlkgELZWxlY3RyaWNpYW7gAQA!16s%2Fg%2F1ptw3214d?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",79141290100021,2013-02-20,13,actif,43.21A
Bonnet Et Fils SARL,electricien,06 31 14 75 20,Saint-Chély-d'Apcher,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"4,4",16,Ouvert · Ferme à 18:00,oui,"9 rue Artisans, Av. du Malzieu Za, 48200 Saint-Chély-d'Apcher","https://www.google.com/maps/place/Bonnet+Et+Fils+SARL/@44.8106908,2.131502,9z/data=!4m10!1m2!2m1!1selectricien+Loz%C3%A8re!3m6!1s0x12b33074f0dabc15:0xb18cff78ffab01f0!8m2!3d44.8106908!4d3.2850665!15sChNlbGVjdHJpY2llbiBMb3rDqHJlWhUiE2VsZWN0cmljaWVuIGxvesOocmWSAQtlbGVjdHJpY2lhbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSaWEzSjVjVWQzRUFF4AEA-gEECGwQQw!16s%2Fg%2F1tg_6c26?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",42133248700022,1999-01-02,27,actif,43.21A
Domoelec48,electricien,06 48 16 16 33,Marvejols,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert · Ferme à 18:00,oui,"4 Prom. Louis Cabanette, 48100 Marvejols","https://www.google.com/maps/place/Domoelec48/@44.5461376,2.1346717,9z/data=!4m10!1m2!2m1!1selectricien+Loz%C3%A8re!3m6!1s0x12b311f13aa51187:0x70bdaea93e418071!8m2!3d44.5461376!4d3.2882362!15sChNlbGVjdHJpY2llbiBMb3rDqHJlWhUiE2VsZWN0cmljaWVuIGxvesOocmWSAQtlbGVjdHJpY2lhbpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydEdWMXBITlhKU2FteFhUMVJvV0ZKc2FFcGhWekZFVDFod1drOUlZeEFC4AEA-gEECAAQRQ!16s%2Fg%2F11pvcyglb0?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Solair Elec,electricien,06 65 21 79 57,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,,,Ouvert · Ferme à 19:00,oui,,"https://www.google.com/maps/place/Solair+Elec/@44.4515217,2.8197797,9z/data=!4m10!1m2!2m1!1selectricien+Loz%C3%A8re!3m6!1s0x4e8aa12ce6181ed5:0xf357e18f961cf60c!8m2!3d44.1867526!4d3.7452122!15sChNlbGVjdHJpY2llbiBMb3rDqHJlkgELZWxlY3RyaWNpYW7gAQA!16s%2Fg%2F11sfdnyyvm?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",75353142500019,2012-09-01,13,actif,35.11Z
Zampiello Michel,electricien,04 66 49 35 50,Mende,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"4,2",5,,non,"15 Imp. des Fleurs, 48000 Mende","https://www.google.com/maps/place/Zampiello+Michel/@44.5231028,2.3507672,9z/data=!4m10!1m2!2m1!1selectricien+Mende!3m6!1s0x12b36e7730e48947:0x668789973e481bb2!8m2!3d44.5231028!4d3.5043317!15sChFlbGVjdHJpY2llbiBNZW5kZZIBC2VsZWN0cmljaWFu4AEA!16s%2Fg%2F1wcj_mwx?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",43844763300027,2001-07-04,24,actif,43.21A
E.G.L.,electricien,,Mende,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert · Ferme à 18:00,oui,"28 Rte du Causse d'Auge, 48000 Mende","https://www.google.com/maps/place/E.G.L./@44.5260312,2.3463789,9z/data=!4m10!1m2!2m1!1selectricien+Mende!3m6!1s0x12b36e780690fa7b:0x7b21d416c8dfe228!8m2!3d44.5260312!4d3.4999434!15sChFlbGVjdHJpY2llbiBNZW5kZZIBCmNvbnRyYWN0b3LgAQA!16s%2Fg%2F11f62h2vxr?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",35255281400068,1989-10-16,36,actif,70.22Z
Bakkali Elec,electricien,06 67 39 16 63,Mende,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",4,,non,"6 Rue de Fontanilles bat h2, 48000 Mende","https://www.google.com/maps/place/Bakkali+Elec/@44.5260312,2.3463789,9z/data=!4m10!1m2!2m1!1selectricien+Mende!3m6!1s0x8d762c5aaca966d5:0xa264dcb8ebb99ada!8m2!3d44.5218284!4d3.5154828!15sChFlbGVjdHJpY2llbiBNZW5kZVoTIhFlbGVjdHJpY2llbiBtZW5kZZIBC2VsZWN0cmljaWFumgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJNTUV0TFYzZG5SUkFC4AEA-gEECBUQQA!16s%2Fg%2F11w1p_mbx1?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",92288585000011,2023-02-01,3,actif,43.21A
Bonnaud Jacky,electricien,04 66 69 19 22,Langogne,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"2,5",2,,non,"5 All. de la Tuilerie, 48300 Langogne","https://www.google.com/maps/place/Bonnaud+Jacky/@44.7240628,3.8110147,14z/data=!4m10!1m2!2m1!1selectricien+Langogne!3m6!1s0x12b4a41349280dcf:0xa978c0c06b0ae460!8m2!3d44.7240628!4d3.8470636!15sChRlbGVjdHJpY2llbiBMYW5nb2duZZIBC2VsZWN0cmljaWFu4AEA!16s%2Fg%2F1tj820vs?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",33323712100038,1985-08-01,40,C,43.21A
VOLTA TECH,electricien,04 66 46 84 16,Langogne,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,,,Fermé · Ouvre à 14:00,non,"14 Av. du Dr Conturie, 48300 Langogne","https://www.google.com/maps/place/VOLTA+TECH/@44.7257524,3.8184408,14z/data=!4m10!1m2!2m1!1selectricien+Langogne!3m6!1s0x12b4a55c78243bd1:0x981248668bc76ec4!8m2!3d44.7257524!4d3.8544897!15sChRlbGVjdHJpY2llbiBMYW5nb2duZVoWIhRlbGVjdHJpY2llbiBsYW5nb2duZZIBH2VsZWN0cmljYWxfaW5zdGFsbGF0aW9uX3NlcnZpY2XgAQA!16s%2Fg%2F11j8kgtvm3?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",52161011300024,2010-04-07,16,actif,46.69A
EPC Maintenance (Issartel Xavier),electricien,06 38 68 82 58,Langogne,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",8,,non,"21 Rue des Allemandous, 48300 Langogne","https://www.google.com/maps/place/EPC+Maintenance+(Issartel+Xavier)/@44.7237359,3.8235528,14z/data=!4m10!1m2!2m1!1selectricien+Langogne!3m6!1s0x12b4a54e321fdbad:0xfaf8c182731b59b9!8m2!3d44.7237359!4d3.8596017!15sChRlbGVjdHJpY2llbiBMYW5nb2duZVoWIhRlbGVjdHJpY2llbiBsYW5nb2duZZIBB3BsdW1iZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFvYkUxWE1WWldWWEJyWWpCMFEySkVWa3BpVlZweVdXdE9XbGxZWXhBQuABAPoBBAgAEEA!16s%2Fg%2F11rss595h6?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Gravil Soulis,plombier,04 66 65 31 45,Mende,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",5,Fermé · Ouvre à 14:00,non,"6 Rue de l'Orange, 48000 Mende","https://www.google.com/maps/place/Gravil+Soulis/@22.8680619,-94.5464723,3z/data=!4m10!1m2!2m1!1splombier+Loz%C3%A8re!3m6!1s0x12b36ddf7aa73e15:0xa6d560fde9a41eb9!8m2!3d44.518458!4d3.4997355!15sChBwbG9tYmllciBMb3rDqHJlWhIiEHBsb21iaWVyIGxvesOocmWSAQdwbHVtYmVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsTWtwSU9UZDNSUkFC4AEA-gEECAAQEw!16s%2Fg%2F1tz26xg4?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",47829981100016,2004-08-01,21,actif,43.22A
Calmels Petitfour,plombier,04 66 31 66 03,Saint-Chély-d'Apcher,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Fermé · Ouvre à 13:30,non,"31 Av. de la République, 48200 Saint-Chély-d'Apcher","https://www.google.com/maps/place/Calmels+Petitfour/@22.8680619,-94.5464723,3z/data=!4m10!1m2!2m1!1splombier+Loz%C3%A8re!3m6!1s0x12b3300bb3ffd8e9:0x6e738a791f716cc5!8m2!3d44.8064306!4d3.2748303!15sChBwbG9tYmllciBMb3rDqHJlWhIiEHBsb21iaWVyIGxvesOocmWSAQdwbHVtYmVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU42TXkxeWNGTlJFQUXgAQD6AQQIABBL!16s%2Fg%2F1td6jv8j?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",45406270400035,2004-06-18,21,actif,43.22A
SARL BASTIEN MEJEAN PLOMBERIE CHAUFFAGE,plombier,06 83 75 47 92,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",6,Ouvert · Ferme à 18:00,oui,,"https://www.google.com/maps/place/SARL+BASTIEN+MEJEAN+PLOMBERIE+CHAUFFAGE/@22.8680619,-94.5464723,3z/data=!4m10!1m2!2m1!1splombier+Loz%C3%A8re!3m6!1s0xa2a3fd1836095441:0xd605ba2ccc5fe52d!8m2!3d44.5426692!4d3.4897841!15sChBwbG9tYmllciBMb3rDqHJlWhIiEHBsb21iaWVyIGxvesOocmWSARJoZWF0aW5nX2NvbnRyYWN0b3KaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnByZUZaWFl6QlNiR3hXV1hwYWRVOVVhRFJpU0dSbVUxVmpNR05HUlJBQuABAPoBBAgAEEA!16s%2Fg%2F11x222wyjd?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",92516142400013,2024-03-20,2,actif,43.22B
Jérémy Plomberie,plombier,07 43 16 63 45,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"4,0",4,Ouvert · Ferme à 17:30,oui,,"https://www.google.com/maps/place/J%C3%A9r%C3%A9my+Plomberie/@22.8680619,-94.5464723,3z/data=!4m10!1m2!2m1!1splombier+Loz%C3%A8re!3m6!1s0xabb208a340a77889:0x7fe640f9a3b07deb!8m2!3d30.6959409!4d-49.8171262!15sChBwbG9tYmllciBMb3rDqHJlWhIiEHBsb21iaWVyIGxvesOocmWSAQdwbHVtYmVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwc2JFNVhTbWxsYTFKSVdWTXdNMVpWVm10WU0wcDFVa1Y0U1U1WVl4QULgAQD6AQUIlAEQFg!16s%2Fg%2F11lv4r0lmn?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",10352903800012,2026-04-09,0,actif,43.22A
Entreprise Seguin EURL,plombier,04 66 48 20 07,Mende,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"3,5",4,Fermé · Ouvre à 14:00,non,"22 Av. du Père Coudrin, 48000 Mende","https://www.google.com/maps/place/Entreprise+Seguin+EURL/@44.5175836,2.3548006,9z/data=!4m10!1m2!2m1!1splombier+Mende!3m6!1s0x12b36e72f8a22753:0x9176f2465a7d598e!8m2!3d44.5175836!4d3.5083651!15sCg5wbG9tYmllciBNZW5kZZIBB3BsdW1iZXLgAQA!16s%2Fg%2F11b6d1qhxp?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",42886208000036,2000-01-15,26,actif,43.31Z
Peixoto Energies,plombier,06 43 89 48 46,Mende,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Ouvert · Ferme à 17:30,oui,"7 bis Rue des Compagnons, 48000 Mende","https://www.google.com/maps/place/Peixoto+Energies/@44.5292183,2.3207216,9z/data=!4m10!1m2!2m1!1splombier+Mende!3m6!1s0x12b36d9abf6f8bc7:0xf830db7c609d7129!8m2!3d44.5292183!4d3.4742861!15sCg5wbG9tYmllciBNZW5kZZIBB3BsdW1iZXLgAQA!16s%2Fg%2F11xg3kjdj1?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",89300301200018,2021-01-14,5,actif,43.22A
Armand S.a.r.l.,plombier,04 66 45 15 24,Florac Trois Rivières,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,,,,non,"1 Rue des Aires, 48400 Florac Trois Rivières","https://www.google.com/maps/place/Armand+S.a.r.l./@44.3236457,3.0173311,10z/data=!4m10!1m2!2m1!1splombier+Florac!3m6!1s0x12b382c771447e27:0xce687146c583673b!8m2!3d44.3236457!4d3.5941133!15sCg9wbG9tYmllciBGbG9yYWOSAQdwbHVtYmVy4AEA!16s%2Fg%2F1vvw_nvj?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",45036953300010,2003-10-01,22,actif,43.22B
MR Clim'Eau services,plombier,06 49 76 38 63,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,,,Ouvert · Ferme à 20:00,oui,,"https://www.google.com/maps/place/MR+Clim'Eau+services/@44.3631574,3.010861,10z/data=!4m10!1m2!2m1!1splombier+Florac!3m6!1s0xa82c7399eb2ef4fb:0x6a0b12bc07aa23c9!8m2!3d44.3631574!4d3.5876432!15sCg9wbG9tYmllciBGbG9yYWOSAQdwbHVtYmVy4AEA!16s%2Fg%2F11ksvphnvq?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",95392618500018,2023-07-01,2,actif,43.22B
Viala Edouard,plombier,04 66 69 04 08,Langogne,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"2,3",3,,non,"Rte de Pignol, 48300 Langogne","https://www.google.com/maps/place/Viala+Edouard/@45.06193,1.0691893,8z/data=!4m10!1m2!2m1!1splombier+Langogne!3m6!1s0x12b4a448e58695db:0x91a4da710a9a85cb!8m2!3d44.740962!4d3.848413!15sChFwbG9tYmllciBMYW5nb2duZZIBB3BsdW1iZXLgAQA!16s%2Fg%2F1tk5qjbx?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",40905114100011,1952-01-01,74,C,01.11Z
"Ingrid Dandeville, Paysagiste, Les Jardins d'Hanàmi",paysagiste,06 86 73 65 75,Chastel-Nouvel,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",4,Ouvert · Ferme à 19:00,oui,"Rue Bellevue, 48000 Chastel-Nouvel","https://www.google.com/maps/place/Ingrid+Dandeville,+Paysagiste,+Les+Jardins+d'Han%C3%A0mi/@44.5573122,-1.1082193,7z/data=!4m10!1m2!2m1!1spaysagiste+Loz%C3%A8re!3m6!1s0x12b36f0427f7d5ef:0x7011924e3056d7bb!8m2!3d44.5573122!4d3.5060385!15sChJwYXlzYWdpc3RlIExvesOocmWSAQpsYW5kc2NhcGVy4AEA!16s%2Fg%2F11rsvbz0z6?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Lozère paysages,paysagiste,06 70 54 36 53,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",22,Ouvert · Ferme à 17:00,oui,,"https://www.google.com/maps/place/Loz%C3%A8re+paysages/@44.5426692,-1.1244737,7z/data=!4m10!1m2!2m1!1spaysagiste+Loz%C3%A8re!3m6!1s0x4e76f5dc56295617:0xdd07732e39453fa0!8m2!3d44.5426692!4d3.4897841!15sChJwYXlzYWdpc3RlIExvesOocmVaFCIScGF5c2FnaXN0ZSBsb3rDqHJlkgEKbGFuZHNjYXBlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMXdWMDFyUlhwa1YxVXpVMFZzVldGdGVIUlVla1pYWXpKS1VtRXlZeEFC4AEA-gEECAAQIg!16s%2Fg%2F11z5927wwf?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",38156349300026,1991-05-01,35,actif,81.30Z
Caillens Hugo,paysagiste,06 52 30 86 77,Auroux,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,,,Ouvert · Ferme à 18:00,oui,"Le village, 48600 Auroux","https://www.google.com/maps/place/Caillens+Hugo/@44.7530558,-0.8864924,7z/data=!4m10!1m2!2m1!1spaysagiste+Loz%C3%A8re!3m6!1s0x12b359a5007dbd6b:0x983cefb74d79f55e!8m2!3d44.7530558!4d3.7277654!15sChJwYXlzYWdpc3RlIExvesOocmWSAQpsYW5kc2NhcGVy4AEA!16s%2Fg%2F11n8d_d5kn?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",89115458500014,2020-11-17,5,actif,81.30Z
So Wood Cible Publicité,paysagiste,04 13 13 01 34,Montpellier,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,,,,non,"355 Rue Vendémiaire, 34000 Montpellier","https://www.google.com/maps/place/So+Wood+Cible+Publicit%C3%A9/@43.6020516,2.7454698,9z/data=!3m1!5s0x12b6af85b2778dcd:0xc99b4e8650d2841d!4m10!1m2!2m1!1spaysagiste+Florac!3m6!1s0x12b6af85ae96675b:0xbdf694cf2f8745cf!8m2!3d43.6020516!4d3.8990343!15sChFwYXlzYWdpc3RlIEZsb3JhY5IBE2xhbmRzY2FwZV9hcmNoaXRlY3TgAQA!16s%2Fg%2F11vt6xd9lb?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
Hinderchied : Élagage taille entretien jardin abattage d'arbres élagueur Hérault 34 Montpellier Lunel Sète,paysagiste,06 81 82 55 87,Montpellier,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",16,Ouvert · Ferme à 20:00,oui,"10 Parc Club du Millénaire 1025 avenue de, Av. Henri Becquerel, 34000 Montpellier","https://www.google.com/maps/place/Hinderchied+:+%C3%89lagage+taille+entretien+jardin+abattage+d'arbres+%C3%A9lagueur+H%C3%A9rault+34+Montpellier+Lunel+S%C3%A8te/@43.6090869,2.7636503,9z/data=!3m1!5s0x12b6a582a914e897:0x3f6dbca06e26af1b!4m10!1m2!2m1!1spaysagiste+Florac!3m6!1s0x12b6a5974f165fbf:0x95da7ebbe0a951c!8m2!3d43.6090869!4d3.9172148!15sChFwYXlzYWdpc3RlIEZsb3JhY1oTIhFwYXlzYWdpc3RlIGZsb3JhY5IBDHRyZWVfc2VydmljZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSZmRWcE1hMjkzUlJBQuABAPoBBAgAEEk!16s%2Fg%2F11kfbfpj0t?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",,,,inconnu,
BIOTOPES CREATION,paysagiste,06 30 69 96 72,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"4,4",16,Ouvert · Ferme à 18:00,oui,,"https://www.google.com/maps/place/BIOTOPES+CREATION/@30.6959409,-50.9706907,9z/data=!4m10!1m2!2m1!1spaysagiste+Florac!3m6!1s0x12b6a577e2ba6e33:0xcabad6a5aed7fb81!8m2!3d30.6959409!4d-49.8171262!15sChFwYXlzYWdpc3RlIEZsb3JhY5IBEmxhbmRzY2FwZV9kZXNpZ25lcuABAA!16s%2Fg%2F11c328rwn4?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",80468035300021,2014-09-29,11,actif,43.12A
Entretien espace vert,paysagiste,06 58 05 32 66,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,,,Ouvert · Ferme à 20:00,oui,,"https://www.google.com/maps/place/Entretien+espace+vert/@44.7211206,1.5246905,8z/data=!4m10!1m2!2m1!1spaysagiste+Langogne!3m6!1s0x68f065463a276b3b:0x799d33555ca72100!8m2!3d44.7211206!4d3.8318194!15sChNwYXlzYWdpc3RlIExhbmdvZ25lkgEKbGFuZHNjYXBlcuABAA!16s%2Fg%2F11xds1l9r6?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",94169215400011,2025-03-06,1,actif,81.30Z
MAISON ET JARDIN GAILLARD,paysagiste,06 86 86 27 57,,Lozère,occitanie-rurale,Lot / Aveyron / Lozère,"5,0",1,Fermé · Ouvre à 13:30,non,,"https://www.google.com/maps/place/MAISON+ET+JARDIN+GAILLARD/@45.4569354,-4.6042935,6z/data=!4m10!1m2!2m1!1spaysagiste+Langogne!3m6!1s0x12b4a3e1c69d5267:0xb7cfd4d3be22841!8m2!3d45.4569354!4d4.6242221!15sChNwYXlzYWdpc3RlIExhbmdvZ25lWhUiE3BheXNhZ2lzdGUgbGFuZ29nbmWSARJtYXNvbnJ5X2NvbnRyYWN0b3KaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnNNVFpoTTJsM1JSQULgAQD6AQQIIxAO!16s%2Fg%2F11b6dpgs8p?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",44517457600022,2003-01-01,23,actif,43.99C
